,country,year,sex,age,suicides_no,population,suicides_100k,gdp_for_year,gdp_per_capita,generation
56,Albania,1993,female,55-74 years,-0.2669104135026112,-0.42881049196294424,-0.6131545840196752,-0.3059060643031883,-0.8683715592358704,Silent
57,Albania,1993,female,5-14 years,-0.2680160286810953,-0.38524559002908176,-0.6600665133110697,-0.3059060643031883,-0.8683715592358704,Millenials
58,Albania,1993,male,5-14 years,-0.2680160286810953,-0.3784353858040576,-0.6611207139693033,-0.3059060643031883,-0.8683715592358704,Millenials
59,Albania,1993,female,75+ years,-0.26912164385957943,-0.46201980245351154,-0.6753524228554566,-0.3059060643031883,-0.8683715592358704,G.I. Generation
60,Albania,1994,male,75+ years,-0.2669104135026112,-0.4657692407347046,-0.246819855283505,-0.30538628540716073,-0.8545866788448495,G.I. Generation
61,Albania,1994,male,55-74 years,-0.25695987689625405,-0.4283258706885043,-0.3369540115624764,-0.30538628540716073,-0.8545866788448495,Silent
62,Albania,1994,female,75+ years,-0.2669104135026112,-0.46186676415631994,-0.411275157967944,-0.30538628540716073,-0.8545866788448495,G.I. Generation
63,Albania,1994,male,25-34 years,-0.2624879527886747,-0.41302204096934886,-0.5388334376142075,-0.30538628540716073,-0.8545866788448495,Boomers
64,Albania,1994,male,35-54 years,-0.2591711072532223,-0.37950665388439847,-0.5446315412344923,-0.30538628540716073,-0.8545866788448495,Boomers
65,Albania,1994,male,15-24 years,-0.2624879527886747,-0.4102673516199009,-0.5446315412344923,-0.30538628540716073,-0.8545866788448495,Generation X
66,Albania,1994,female,15-24 years,-0.2624879527886747,-0.39996277294233623,-0.5636071530826968,-0.30538628540716073,-0.8545866788448495,Generation X
67,Albania,1994,female,25-34 years,-0.26469918314564295,-0.40544664525836693,-0.5947060725005875,-0.30538628540716073,-0.8545866788448495,Boomers
68,Albania,1994,female,35-54 years,-0.2669104135026112,-0.38468444960604603,-0.6447806037666827,-0.30538628540716073,-0.8545866788448495,Boomers
69,Albania,1994,female,55-74 years,-0.2680160286810953,-0.42750966643681604,-0.6453077040957994,-0.30538628540716073,-0.8545866788448495,Silent
70,Albania,1994,male,5-14 years,-0.2680160286810953,-0.37721107942652515,-0.6611207139693033,-0.30538628540716073,-0.8545866788448495,Millenials
71,Albania,1994,female,5-14 years,-0.26912164385957943,-0.38419982833160615,-0.6753524228554566,-0.30538628540716073,-0.8545866788448495,Millenials
72,Albania,1995,male,25-34 years,-0.2547486465392858,-0.41263944522636997,-0.3812304392082869,-0.30508521458777427,-0.8472700884834614,Generation X
73,Albania,1995,male,55-74 years,-0.2591711072532223,-0.4266424494193972,-0.4086396563223601,-0.30508521458777427,-0.8472700884834614,Silent
74,Albania,1995,female,75+ years,-0.2669104135026112,-0.46163720671053265,-0.4170732615882287,-0.30508521458777427,-0.8472700884834614,G.I. Generation
75,Albania,1995,female,15-24 years,-0.2547486465392858,-0.3997332154965489,-0.43341337179084927,-0.30508521458777427,-0.8472700884834614,Generation X
76,Albania,1995,male,15-24 years,-0.25695987689625405,-0.4105224154485535,-0.4349946727781996,-0.30508521458777427,-0.8472700884834614,Generation X
77,Albania,1995,male,75+ years,-0.2680160286810953,-0.4656417088203783,-0.4655664918669735,-0.30508521458777427,-0.8472700884834614,G.I. Generation
78,Albania,1995,male,35-54 years,-0.2536430313608017,-0.37616531772904954,-0.4792711004240101,-0.30508521458777427,-0.8472700884834614,Boomers
79,Albania,1995,female,25-34 years,-0.2613823376101906,-0.4047069601552744,-0.5356708356395068,-0.30508521458777427,-0.8472700884834614,Generation X
80,Albania,1995,female,35-54 years,-0.2602767224317064,-0.38113906238777506,-0.5572819491332953,-0.30508521458777427,-0.8472700884834614,Boomers
81,Albania,1995,male,5-14 years,-0.2624879527886747,-0.376012279431858,-0.5915434705258867,-0.30508521458777427,-0.8472700884834614,Millenials
82,Albania,1995,female,55-74 years,-0.2669104135026112,-0.426030296230631,-0.6168442863234928,-0.30508521458777427,-0.8472700884834614,Silent
83,Albania,1995,female,5-14 years,-0.2669104135026112,-0.3831030538684,-0.6453077040957994,-0.30508521458777427,-0.8472700884834614,Millenials
84,Albania,1996,male,75+ years,-0.2669104135026112,-0.4655651896717825,-0.2605244638405416,-0.3044743261634218,-0.8317886074289302,G.I. Generation
85,Albania,1996,male,15-24 years,-0.25032618582534927,-0.4099102622597873,-0.30743639313193605,-0.3044743261634218,-0.8317886074289302,Generation X
86,Albania,1996,male,25-34 years,-0.2536430313608017,-0.41202729203760374,-0.3617277270309656,-0.3044743261634218,-0.8317886074289302,Generation X
87,Albania,1996,female,15-24 years,-0.2514318010038334,-0.39866194741620803,-0.3822846398665205,-0.3044743261634218,-0.8317886074289302,Generation X
88,Albania,1996,female,75+ years,-0.2669104135026112,-0.4615351811790716,-0.4197087632338127,-0.3044743261634218,-0.8317886074289302,G.I. Generation
89,Albania,1996,female,25-34 years,-0.25806549207473817,-0.4037122112235293,-0.4787440000948933,-0.3044743261634218,-0.8317886074289302,Generation X
90,Albania,1996,male,35-54 years,-0.2558542617177699,-0.3752215815630349,-0.5087887188545505,-0.3044743261634218,-0.8317886074289302,Boomers
91,Albania,1996,female,35-54 years,-0.2591711072532223,-0.37971070494732057,-0.5441044409053755,-0.3044743261634218,-0.8317886074289302,Boomers
92,Albania,1996,male,55-74 years,-0.26580479832412707,-0.4261578281449573,-0.5873266678929524,-0.3044743261634218,-0.8317886074289302,Silent
93,Albania,1996,female,55-74 years,-0.2680160286810953,-0.425341623893269,-0.646361904754033,-0.3044743261634218,-0.8317886074289302,Silent
94,Albania,1996,male,5-14 years,-0.2669104135026112,-0.3750175305001129,-0.6474161054122667,-0.3044743261634218,-0.8317886074289302,Millenials
95,Albania,1996,female,5-14 years,-0.2680160286810953,-0.381725709193676,-0.6605936136401864,-0.3044743261634218,-0.8317886074289302,Millenials
96,Albania,1997,male,25-34 years,-0.22931949743415087,-0.41184874735754695,0.12847557904765053,-0.3051295327817968,-0.8494968768543187,Generation X
97,Albania,1997,male,15-24 years,-0.23263634296960325,-0.4097062111968652,0.036233021452212015,-0.3051295327817968,-0.8494968768543187,Generation X
98,Albania,1997,male,75+ years,-0.26580479832412707,-0.4655651896717825,-0.052846934168525726,-0.3051295327817968,-0.8494968768543187,G.I. Generation
99,Albania,1997,male,35-54 years,-0.23595318850505564,-0.37491550496865184,-0.25999736351142483,-0.3051295327817968,-0.8494968768543187,Boomers
100,Albania,1997,female,15-24 years,-0.24590372511141279,-0.3970550452956967,-0.29900278786606743,-0.3051295327817968,-0.8494968768543187,Generation X
101,Albania,1997,male,55-74 years,-0.2558542617177699,-0.42605580261349624,-0.3243036036636734,-0.3051295327817968,-0.8494968768543187,Silent
102,Albania,1997,female,25-34 years,-0.2514318010038334,-0.40218182825161375,-0.36752583065125033,-0.3051295327817968,-0.8494968768543187,Generation X
103,Albania,1997,female,75+ years,-0.2669104135026112,-0.46130562373328426,-0.4249797665249806,-0.3051295327817968,-0.8494968768543187,G.I. Generation
104,Albania,1997,female,35-54 years,-0.2613823376101906,-0.37764468793523454,-0.575730460652383,-0.3051295327817968,-0.8494968768543187,Boomers
105,Albania,1997,female,5-14 years,-0.2624879527886747,-0.37976171771305106,-0.5878537682220691,-0.3051295327817968,-0.8494968768543187,Millenials
106,Albania,1997,male,5-14 years,-0.26469918314564295,-0.37473696028859504,-0.6200068882981934,-0.3051295327817968,-0.8494968768543187,Millenials
107,Albania,1997,female,55-74 years,-0.26912164385957943,-0.4243468749615239,-0.6753524228554566,-0.3051295327817968,-0.8494968768543187,Silent
108,Albania,1998,male,75+ years,-0.26580479832412707,-0.4654631641403215,-0.06233474009262796,-0.30489131034790296,-0.8438768871564409,G.I. Generation
109,Albania,1998,male,15-24 years,-0.239270034040508,-0.4085839303507938,-0.10344856576373776,-0.30489131034790296,-0.8438768871564409,Generation X
110,Albania,1998,female,15-24 years,-0.23374195814808738,-0.39664694316985255,-0.10450276642197133,-0.30489131034790296,-0.8438768871564409,Generation X
111,Albania,1998,male,25-34 years,-0.24037564921899213,-0.41072646651147554,-0.10502986675108811,-0.30489131034790296,-0.8438768871564409,Generation X
112,Albania,1998,male,35-54 years,-0.23705880368353976,-0.37302803263662265,-0.2816084770052133,-0.30489131034790296,-0.8438768871564409,Boomers
113,Albania,1998,male,55-74 years,-0.2591711072532223,-0.42516307921321217,-0.4170732615882287,-0.30489131034790296,-0.8438768871564409,Silent
114,Albania,1998,female,25-34 years,-0.25806549207473817,-0.40182473889150017,-0.4840150033860612,-0.30489131034790296,-0.8438768871564409,Generation X
115,Albania,1998,female,55-74 years,-0.2624879527886747,-0.42404079836714076,-0.5072074178672001,-0.30489131034790296,-0.8438768871564409,Silent
116,Albania,1998,female,35-54 years,-0.2591711072532223,-0.37713456027792935,-0.5477941432091931,-0.30489131034790296,-0.8438768871564409,Boomers
117,Albania,1998,male,5-14 years,-0.2669104135026112,-0.37297701987089216,-0.6484703060705003,-0.30489131034790296,-0.8438768871564409,Millenials
118,Albania,1998,female,5-14 years,-0.2680160286810953,-0.3792515900557459,-0.6611207139693033,-0.30489131034790296,-0.8438768871564409,Millenials
119,Albania,1998,female,75+ years,-0.26912164385957943,-0.46125461096755377,-0.6753524228554566,-0.30489131034790296,-0.8438768871564409,G.I. Generation
120,Albania,1999,male,75+ years,-0.26580479832412707,-0.4654376577574562,-0.06497024173821196,-0.3044058120466869,-0.8317886074289302,G.I. Generation
121,Albania,1999,male,15-24 years,-0.2425868795759604,-0.40812481545921914,-0.17039030756157028,-0.3044058120466869,-0.8317886074289302,Generation X
122,Albania,1999,female,75+ years,-0.26469918314564295,-0.4612291045846885,-0.17829681249832216,-0.3044058120466869,-0.8317886074289302,G.I. Generation
123,Albania,1999,male,35-54 years,-0.2348475733265715,-0.37228834753353013,-0.25736186186584087,-0.3044058120466869,-0.8317886074289302,Boomers
124,Albania,1999,male,25-34 years,-0.24811495546838103,-0.4102418452370356,-0.262105764827892,-0.3044058120466869,-0.8317886074289302,Generation X
125,Albania,1999,male,55-74 years,-0.2536430313608017,-0.42480598985309853,-0.27686457404316217,-0.3044058120466869,-0.8317886074289302,Silent
126,Albania,1999,female,15-24 years,-0.24811495546838103,-0.39634086657546946,-0.33800821222071,-0.3044058120466869,-0.8317886074289302,Generation X
127,Albania,1999,female,25-34 years,-0.2547486465392858,-0.401518662297117,-0.4276152681705645,-0.3044058120466869,-0.8317886074289302,Generation X
128,Albania,1999,female,55-74 years,-0.2624879527886747,-0.4238877600699492,-0.5077345181963169,-0.3044058120466869,-0.8317886074289302,Silent
129,Albania,1999,female,35-54 years,-0.2635935679671588,-0.37675196453495047,-0.6047209787538065,-0.3044058120466869,-0.8317886074289302,Boomers
130,Albania,1999,female,5-14 years,-0.2680160286810953,-0.37889450069563224,-0.6611207139693033,-0.3044058120466869,-0.8317886074289302,Millenials
131,Albania,1999,male,5-14 years,-0.26912164385957943,-0.37223733476779963,-0.6753524228554566,-0.3044058120466869,-0.8317886074289302,Millenials
132,Albania,2000,male,25-34 years,-0.25032618582534927,-0.4128690026721573,-0.2889878816128484,-0.30425673772939277,-0.8226693788625625,Generation X
133,Albania,2000,male,55-74 years,-0.25806549207473817,-0.42679548771658876,-0.37806783723358617,-0.30425673772939277,-0.8226693788625625,Silent
134,Albania,2000,female,75+ years,-0.2669104135026112,-0.4624023981964904,-0.39651634875267383,-0.30425673772939277,-0.8226693788625625,G.I. Generation
135,Albania,2000,male,75+ years,-0.2680160286810953,-0.4656927215861088,-0.4634580905505064,-0.30425673772939277,-0.8226693788625625,G.I. Generation
136,Albania,2000,female,15-24 years,-0.2624879527886747,-0.40473246653813966,-0.5557006481459449,-0.30425673772939277,-0.8226693788625625,Generation X
137,Albania,2000,male,15-24 years,-0.2635935679671588,-0.4108284920429366,-0.565715554399164,-0.30425673772939277,-0.8226693788625625,Generation X
138,Albania,2000,female,35-54 years,-0.2635935679671588,-0.38731160704116774,-0.5957602731588211,-0.30425673772939277,-0.8226693788625625,Boomers
139,Albania,2000,female,25-34 years,-0.26580479832412707,-0.4093491218367516,-0.611046182703208,-0.30425673772939277,-0.8226693788625625,Generation X
140,Albania,2000,male,35-54 years,-0.26469918314564295,-0.37647139432343263,-0.6189526876399599,-0.30425673772939277,-0.8226693788625625,Boomers
141,Albania,2000,male,5-14 years,-0.2680160286810953,-0.37642038155770213,-0.6611207139693033,-0.30425673772939277,-0.8226693788625625,Millenials
142,Albania,2000,female,5-14 years,-0.26912164385957943,-0.38922458575606217,-0.6753524228554566,-0.30425673772939277,-0.8226693788625625,Millenials
143,Albania,2000,female,55-74 years,-0.26912164385957943,-0.4291930877059231,-0.6753524228554566,-0.30425673772939277,-0.8226693788625625,Silent
144,Albania,2001,male,25-34 years,-0.24479810993292864,-0.4193772113240568,-0.11399057234607356,-0.3039626034322138,-0.8146105257108888,Generation X
145,Albania,2001,male,35-54 years,-0.23153072779111913,-0.37541900096641206,-0.20201632730857774,-0.3039626034322138,-0.8146105257108888,Boomers
146,Albania,2001,male,55-74 years,-0.25695987689625405,-0.42188040773845337,-0.38070333887917013,-0.3039626034322138,-0.8146105257108888,Silent
147,Albania,2001,female,75+ years,-0.2669104135026112,-0.4599910247604088,-0.4523889836390537,-0.3039626034322138,-0.8146105257108888,Silent
148,Albania,2001,male,15-24 years,-0.25806549207473817,-0.4067375232951777,-0.46925619417079106,-0.3039626034322138,-0.8146105257108888,Millenials
149,Albania,2001,female,15-24 years,-0.2591711072532223,-0.40282994544022,-0.5003551135886818,-0.3039626034322138,-0.8146105257108888,Millenials
150,Albania,2001,female,35-54 years,-0.2558542617177699,-0.3776214771268272,-0.5045719162216161,-0.3039626034322138,-0.8146105257108888,Boomers
151,Albania,2001,male,75+ years,-0.2680160286810953,-0.4641256094228673,-0.5056261168798497,-0.3039626034322138,-0.8146105257108888,Silent
152,Albania,2001,female,55-74 years,-0.2624879527886747,-0.4236329513051253,-0.5087887188545505,-0.3039626034322138,-0.8146105257108888,Silent
153,Albania,2001,male,5-14 years,-0.2624879527886747,-0.3900265064333459,-0.5767846613106166,-0.3039626034322138,-0.8146105257108888,Millenials
154,Albania,2001,female,25-34 years,-0.26469918314564295,-0.4152229867467921,-0.580474363614434,-0.3039626034322138,-0.8146105257108888,Generation X
155,Albania,2001,female,5-14 years,-0.2669104135026112,-0.3936484128002127,-0.6410909014628651,-0.3039626034322138,-0.8146105257108888,Millenials
156,Albania,2002,male,75+ years,-0.26469918314564295,-0.46413504678452744,0.0046070017052045435,-0.30370578869294923,-0.8081422356812559,Silent
157,Albania,2002,male,25-34 years,-0.24369249475444452,-0.41942771396213,-0.08763555589023397,-0.30370578869294923,-0.8081422356812559,Generation X
158,Albania,2002,male,35-54 years,-0.23042511261263499,-0.374573974502086,-0.19252852138447551,-0.30370578869294923,-0.8081422356812559,Boomers
159,Albania,2002,male,55-74 years,-0.2547486465392858,-0.4215080145486206,-0.32957460695484136,-0.30370578869294923,-0.8081422356812559,Silent
160,Albania,2002,male,15-24 years,-0.25253741618231756,-0.4049449347074073,-0.37490523525888536,-0.30370578869294923,-0.8081422356812559,Millenials
161,Albania,2002,female,15-24 years,-0.2536430313608017,-0.4016538461263029,-0.40811255599324325,-0.30370578869294923,-0.8081422356812559,Millenials
162,Albania,2002,female,35-54 years,-0.25253741618231756,-0.3763660529621991,-0.46451229120873994,-0.30370578869294923,-0.8081422356812559,Boomers
163,Albania,2002,female,25-34 years,-0.2613823376101906,-0.4149898584074036,-0.5103700198419008,-0.30370578869294923,-0.8081422356812559,Generation X
164,Albania,2002,female,75+ years,-0.2680160286810953,-0.459951999994625,-0.5641342534118136,-0.30370578869294923,-0.8081422356812559,Silent
165,Albania,2002,female,55-74 years,-0.26469918314564295,-0.4231450142009129,-0.5651884540700471,-0.30370578869294923,-0.8081422356812559,Silent
166,Albania,2002,female,5-14 years,-0.2680160286810953,-0.3942876027548161,-0.6579581119946024,-0.30370578869294923,-0.8081422356812559,Millenials
167,Albania,2002,male,5-14 years,-0.2680160286810953,-0.39055780438842924,-0.659012312652836,-0.30370578869294923,-0.8081422356812559,Millenials
168,Albania,2003,female,75+ years,-0.2624879527886747,-0.45952323769866,-0.031235820674737267,-0.30280573796090543,-0.7843898263921121,Silent
169,Albania,2003,male,55-74 years,-0.2514318010038334,-0.4206433481694883,-0.2568347615367241,-0.30280573796090543,-0.7843898263921121,Silent
170,Albania,2003,male,35-54 years,-0.23816441886202389,-0.37353918054924246,-0.2932046842457827,-0.30280573796090543,-0.7843898263921121,Boomers
171,Albania,2003,male,15-24 years,-0.25253741618231756,-0.40235144569766773,-0.385974342170338,-0.30280573796090543,-0.7843898263921121,Millenials
172,Albania,2003,female,15-24 years,-0.2536430313608017,-0.39967990715636054,-0.41549196060087834,-0.30280573796090543,-0.7843898263921121,Millenials
173,Albania,2003,female,55-74 years,-0.2591711072532223,-0.422128074716075,-0.4328862714617325,-0.30280573796090543,-0.7843898263921121,Silent
174,Albania,2003,male,25-34 years,-0.2591711072532223,-0.4196452834079707,-0.44448247870230184,-0.30280573796090543,-0.7843898263921121,Generation X
175,Albania,2003,female,25-34 years,-0.2591711072532223,-0.4151796258959211,-0.46240388989227277,-0.30280573796090543,-0.7843898263921121,Generation X
176,Albania,2003,female,35-54 years,-0.2547486465392858,-0.37467064369314534,-0.49561121062663066,-0.30280573796090543,-0.7843898263921121,Boomers
177,Albania,2003,male,75+ years,-0.2680160286810953,-0.46371164082896416,-0.5140597221457184,-0.30280573796090543,-0.7843898263921121,Silent
178,Albania,2003,male,5-14 years,-0.26469918314564295,-0.39215679953025234,-0.6078835807285073,-0.30280573796090543,-0.7843898263921121,Millenials
179,Albania,2003,female,5-14 years,-0.26912164385957943,-0.395913124534819,-0.6753524228554566,-0.30280573796090543,-0.7843898263921121,Millenials
180,Albania,2004,male,75+ years,-0.26469918314564295,-0.4629824133428464,-0.0818374522699493,-0.3017300141296162,-0.7566610092978662,Silent
181,Albania,2004,male,35-54 years,-0.22600265189869848,-0.37211821995981886,-0.15088759538424903,-0.3017300141296162,-0.7566610092978662,Boomers
182,Albania,2004,male,25-34 years,-0.2514318010038334,-0.4200266038318063,-0.2615786644987752,-0.3017300141296162,-0.7566610092978662,Generation X
183,Albania,2004,female,15-24 years,-0.2470093402898969,-0.397496815846923,-0.3148157977395712,-0.3017300141296162,-0.7566610092978662,Millenials
184,Albania,2004,male,15-24 years,-0.24811495546838103,-0.39889966690451223,-0.32588490465102377,-0.3017300141296162,-0.7566610092978662,Millenials
185,Albania,2004,female,75+ years,-0.26580479832412707,-0.45904320757313577,-0.36489032900566637,-0.3017300141296162,-0.7566610092978662,Silent
186,Albania,2004,female,25-34 years,-0.25695987689625405,-0.41532042112933737,-0.41443775994264476,-0.3017300141296162,-0.7566610092978662,Generation X
187,Albania,2004,male,55-74 years,-0.25806549207473817,-0.41919407549508425,-0.42076296389204626,-0.3017300141296162,-0.7566610092978662,Silent
188,Albania,2004,female,35-54 years,-0.25032618582534927,-0.3722026460871029,-0.44659088001876907,-0.3017300141296162,-0.7566610092978662,Boomers
189,Albania,2004,female,55-74 years,-0.26580479832412707,-0.42005134502318564,-0.5978686744752882,-0.3017300141296162,-0.7566610092978662,Silent
190,Albania,2004,female,5-14 years,-0.26580479832412707,-0.39891573592571733,-0.6200068882981934,-0.3017300141296162,-0.7566610092978662,Millenials
191,Albania,2004,male,5-14 years,-0.2680160286810953,-0.39496836811348984,-0.6579581119946024,-0.3017300141296162,-0.7566610092978662,Millenials
192,Albania,2005,female,15-24 years,-0.26912164385957943,-0.4001357062181627,-0.6753524228554566,-0.30115117661384794,-0.7361427450235388,Millenials
